,Batchwise accuracy,Batchwise epistemic,Batchwise aleatoric
0,100.0,1.1304714675475225e-07,7.835987344151363e-05
1,97.65625,0.001394079424926531,0.004745210520923138
2,97.39583333333333,6.305701809594666e-07,0.00015769925084896386
3,98.046875,0.003676260816657617,0.0040773870423436165
4,98.4375,0.0011643676525316948,0.0032186151947826147
5,98.4375,7.564500532453167e-05,0.0013435079017654061
6,98.21428571428571,0.002035664614808752,0.004410238936543465
7,98.2421875,1.263554397823441e-05,0.00047609052853658795
8,97.91666666666667,0.004229491259820861,0.008970139548182487
9,98.125,7.660768218897829e-06,0.0004471793072298169
10,98.29545454545455,2.3044627539547946e-07,8.905336289899424e-05
11,98.17708333333333,8.796308051728374e-06,0.000559386913664639
12,97.95673076923077,0.00046199388026124666,0.0036140158772468567
13,97.99107142857143,0.0003079305877236038,0.0028724547009915113
14,98.125,1.8571063037597924e-05,0.0005499182152561843
15,98.14453125,0.00044866623411721207,0.0022255354560911655
16,98.16176470588235,-3.029185791092459e-10,1.739526487654075e-05
17,98.26388888888889,0.004783256601538,0.006838565692305565
18,98.27302631578948,0.0021535632967584206,0.0036674272269010544
19,98.359375,5.3105376878193056e-06,0.00041061919182538986
20,98.36309523809524,3.5946898375271985e-05,0.000732043175958097
21,98.29545454545455,0.0005306308188295361,0.0034906002692878246
22,98.3695652173913,0.0008092361161828876,0.005082110408693552
23,98.37239583333333,0.00036115450296847484,0.0028474123682826757
24,98.3125,0.009300208445893077,0.010304808616638184
25,98.37740384615384,7.558685956610134e-05,0.0010646921582520008
26,98.4375,0.0007067515018519543,0.003550498280674219
27,98.49330357142857,0.00036601140323000436,0.002226512646302581
28,98.49137931034483,0.0017132302127720322,0.0038270796649158
29,98.54166666666667,2.3958919882716145e-05,0.0007488802657462656
30,98.5383064516129,0.00231922649728844,0.0059297336265444756
31,98.53515625,0.0024224247197111026,0.00405168579891324
32,98.53219696969697,0.00030014429056279823,0.0023270389065146446
33,98.57536764705883,0.004898322647875375,0.005646086297929287
34,98.52678571428571,0.0026154548037169434,0.00521418871358037
35,98.48090277777777,0.00023263960520125693,0.003112049074843526
36,98.52195945945945,0.00017345413604274995,0.0015137834707275033
37,98.56085526315789,4.2171413952019066e-06,0.00026852180599235
38,98.5576923076923,0.0030166307551553473,0.00459584966301918
39,98.515625,0.0004621543555458629,0.0043747019954025745
40,98.51371951219512,0.0002864531079325161,0.0019475858425721526
41,98.51190476190476,0.0004109434837431536,0.003675762563943863
42,98.54651162790698,0.00032201849211332956,0.0030792769975960255
43,98.5440340909091,0.0005457264168740039,0.0024376800283789635
44,98.50694444444444,0.00022282692189889985,0.0032142698764801025
45,98.47146739130434,0.0037815177995206284,0.008304249495267868
46,98.40425531914893,0.00283645838129587,0.008856386877596378
47,98.33984375,0.0020488557061320023,0.007360177114605904
48,98.37372448979592,7.99586722166623e-06,0.0005294693983159959
49,98.28125,0.0031487289022464893,0.005659492686390877
50,98.25367647058823,1.4526828948646653e-06,0.00019195242202840745
51,98.28725961538461,0.00014680648210685376,0.0014515039511024952
52,98.31957547169812,5.725063090267213e-08,4.844403520110063e-05
53,98.35069444444444,9.738016260030236e-06,0.00038552284240722656
54,98.32386363636364,0.001407918524577667,0.004016276448965073
55,98.35379464285714,0.0021668541727279944,0.0037292225752025843
56,98.32785087719299,5.971358746137412e-05,0.001365447067655623
57,98.30280172413794,0.001007844542286307,0.005863303318619728
58,98.33156779661017,1.4778563908635078e-05,0.0004767041536979377
59,98.33333333333333,0.00038423040015445054,0.0031719114631414413
60,98.33504098360656,-5.990756335449987e-08,1.7423362805857323e-05
61,98.3366935483871,2.4589744498371147e-06,0.00020824663806706667
62,98.31349206349206,0.0033564372606313952,0.007120865397155285
63,98.33984375,-5.076259412817308e-10,2.2523148800246418e-05
64,98.34134615384616,0.003229755698100689,0.003926334902644157
65,98.31912878787878,0.0006219625062406919,0.00374787300825119
66,98.32089552238806,0.002285247828975656,0.0037466720677912235
67,98.29963235294117,4.091706338371637e-05,0.0010639120591804385
68,98.30163043478261,0.002723193280061764,0.003831381443887949
69,98.32589285714286,0.0011527056155955506,0.0044352407567203045
70,98.30545774647888,0.0027117335188755476,0.006736394949257374
71,98.32899305555556,0.0013183335058215562,0.0041165947914123535
72,98.33047945205479,0.0016900163922031197,0.005307641811668873
73,98.3108108108108,0.0031349564077913783,0.004430803470313549
74,98.29166666666667,3.851786857467232e-06,0.00037239387165755033
75,98.2935855263158,1.3406149719230598e-06,0.00017269396630581468
76,98.31574675324676,0.0014651658583346716,0.004261503927409649
77,98.29727564102564,0.0032340182768706427,0.010799309238791466
78,98.31882911392405,0.001377494259653389,0.003633092390373349
79,98.33984375,0.00026986829107045196,0.002133294241502881
80,98.34104938271605,4.582873530978304e-05,0.0015172921121120453
81,98.30411585365853,0.003892026736920684,0.007566125597804785
82,98.30572289156626,0.0013934627305296488,0.0052854930981993675
83,98.28869047619048,0.007870736495501518,0.00992791261523962
